source,target,weight,source_type,target_type
4771,6118,14.151151733635537,Nematocyte-related,Nematocyte-related
4855,1426,14.14837478968262,Nematocyte-related,Epidermal/Muscle-related
4699,5749,14.138739229544477,Epidermal/Muscle-related,Epidermal/Muscle-related
4844,357,14.138414553108534,Neural-related,Neural-related
4855,5458,14.112772912681653,Nematocyte-related,Neural-related
4821,2587,-14.112622348668308,Epidermal/Muscle-related,Epidermal/Muscle-related
4981,6223,-14.103498716566882,Nematocyte-related,Epidermal/Muscle-related
4496,6588,14.101496940021825,Epidermal/Muscle-related,Epidermal/Muscle-related
4707,5624,-14.097367847528623,Neural-related,Epidermal/Muscle-related
4855,3751,14.079675924931934,Nematocyte-related,Epidermal/Muscle-related
4821,2148,-14.07769963339116,Epidermal/Muscle-related,Epidermal/Muscle-related
4981,1364,14.076743779364564,Nematocyte-related,Nematocyte-related
4640,812,14.067168541054226,Nematocyte-related,Nematocyte-related
4981,356,14.043276041736728,Nematocyte-related,Neural-related
4981,881,-14.033804825390337,Nematocyte-related,Nematocyte-related
4855,3833,-14.033198956144286,Nematocyte-related,Neural-related
4699,298,14.032042071661984,Epidermal/Muscle-related,Neural-related
4771,1862,-14.018299114198017,Nematocyte-related,Epidermal/Muscle-related
4981,2739,-14.017076718167173,Nematocyte-related,Nematocyte-related
4771,5688,14.016752037631585,Nematocyte-related,Epidermal/Muscle-related
4981,1013,14.00677270212243,Nematocyte-related,Nematocyte-related
4991,5460,13.994987600308269,Neural-related,Nematocyte-related
4821,6919,-13.994409738634733,Epidermal/Muscle-related,Epidermal/Muscle-related
4821,1525,-13.992668141245291,Epidermal/Muscle-related,Epidermal/Muscle-related
4981,2438,-13.99063270031362,Nematocyte-related,Nematocyte-related
4640,3015,-13.986448887499247,Nematocyte-related,Nematocyte-related
4981,2250,-13.98009157893828,Nematocyte-related,Neural-related
4990,3195,-13.97471703281945,Nematocyte-related,Nematocyte-related
4889,2767,13.974193252296148,Nematocyte-related,Epidermal/Muscle-related
4771,6514,-13.973080039486172,Nematocyte-related,Epidermal/Muscle-related
4981,2393,-13.969545852214738,Nematocyte-related,Nematocyte-related
4981,1564,-13.964006622328567,Nematocyte-related,Epidermal/Muscle-related
4991,2309,13.961950095113446,Neural-related,Epidermal/Muscle-related
4981,6970,13.956396115587115,Nematocyte-related,Nematocyte-related
4854,3289,13.943023517543407,Nematocyte-related,Neural-related
4968,5459,-13.939013313024175,Nematocyte-related,Neural-related
4771,6017,13.930234817473053,Nematocyte-related,Epidermal/Muscle-related
4968,4244,-13.929316526350117,Nematocyte-related,Epidermal/Muscle-related
4831,2043,-13.918971508524537,Nematocyte-related,Epidermal/Muscle-related
4995,3195,-13.906914679542608,Epidermal/Muscle-related,Nematocyte-related
4855,881,13.898175152236083,Nematocyte-related,Nematocyte-related
4981,2056,-13.890361784378387,Nematocyte-related,Nematocyte-related
4925,2102,-13.890156272489438,Epidermal/Muscle-related,Epidermal/Muscle-related
